text,id,binary,multiclass
Wallahi  Indian Muslims are the bravest Muslims in the whole world whether they are Kashmiri or from any state. Wallahi my Heart bursts when i  see the pain of my people.  Im  We will Rise  Again inshallah (Yeh Chaman phir Mamoor hoga Ayega wo Daur) #Muslims,3078,Hope,Unrealistic Hope
"James,  I hear ya, Cuz.  I've been having those same existential thoughts lately.   Is ""this"" ""it""?  What we ""strive"" for, ""yearn"" for, nay, ""earn"" for?  Place your thoughts in the comments section, folks, cos' I ain't got the answer. ¯\_()_/¯",3438,Not Hope,Not Hope
"Eric,  The course I wish more people created. 1. Lots of Low poly Animations, great for beginners 2. Characters designing and sculpting 3. Modelling everyday objects including cars 4. Architecture designing in blender. Infographics animation’s in blender, similar to after effects",7739,Hope,Unrealistic Hope
"Sam,  Please don’t count on it… We need to fight like hell to take every seat in every election… turn it all blue..",5833,Hope,Unrealistic Hope
"""Since when did 'hopeful' and 'naive' become the same thing"" don't freaking bait me into thinking there's actual hope in this show",4086,Not Hope,Not Hope
"Inshallah if I do become a doc and if I leave this country ...I will come back to serve my motherland which made me a doctor  by the free education given from grade 1 to uni, the amazing teaching in the university and a valuable degree which I can proudly hold on to Inshallah ",4720,Hope,Realistic Hope
"Matt,  Well that reduces my place list by 1, maybe 2 songs. Throw in Greenday and I  can still count them all on one hand.",676,Not Hope,Not Hope
The swimming pool closure is extended  until 28/06 due to late delivery of essential pool plant chemicals. We apologise for any inconvenience caused.,4787,Not Hope,Not Hope
"Jack and Paul, You have been doing Gods work, I just want to say thanks and anticipate your future recovery ",5065,Hope,Generalized Hope
"Everyone, Not the motivator or driver behind?For you to see,I know for these motivators and drivers are the true spiritual battle. Many are asleep,not spiritually awakened,yet yearn and want for?Deception is rampant,God's Word isn't the deceiver, Satan is and his days are #'d in this realm.",3656,Not Hope,Not Hope
"I'm now my country's enemy. I'm not christain I don't agree a pre 24 week old can live outside the body (fact) and I don't think my kid is allowed to not pray when the HS coach is leading the circle (amd keep playing time)    I'm the enemy. SCOTUS, thanks for that. we the ppl lol",1022,Not Hope,Not Hope
"I’m so frustrated with the storyline trajectory of the character with bipolar disorder in Ben,  Ozark. I appreciate the desire to show the struggle but depicting him as a hopeless cause after he stops taking his medication (and who is dangerous) is just so frustrating! /1",191,Not Hope,Not Hope
"the trash for our food (there are more of us every day as the welfare rolls and unemployment lines grow longer) – how I yearn to destroy their homes, their jobs, their cars, so they could also understand what it is like to live in a world in which there is plenty for  (31/79)",561,Hope,Unrealistic Hope
"Sarah,  “Please do, I yearn for the touch of my orc queen~” she whispered, grinding against her slowly",5718,Hope,Unrealistic Hope
"Sarah,  4 things I haven’t done on that list. 5 if being on tv for all of 0.5 seconds doesn’t count.",5229,Not Hope,Not Hope
"When Eric Gill wrote An Essay on Typography in 1931, he probably didn’t anticipate it would live on to become not only the most influential manifesto on typography’s cultural place ever written",639,Not Hope,Not Hope
i really hate how much namjoon's little art gallery photos make me yearn i want what he has,76,Hope,Unrealistic Hope
"Peter,  They're doing it now hoping everyone will forget and be less angry in November",58,Hope,Realistic Hope
"Sam,  Aspire to be a good man, a whole man. The true measure of a man is not what he dreams, but what he aspires to be; a dream is nothing without action. Whether one fails or succeeds is irrelevant; all that matters is that there was motion in his life. That alone affects the world.”",6607,Not Hope,Not Hope
"Everyone, Lol enjoy your L overruled focus on making people believe they get to pick their gender now ",1085,Not Hope,Not Hope
The day I get excited about seeing a zoning event occur in a place I used to watch concerts at is a day I did not anticipate coming. Fridays after 5-over-1s?  [this is a charlottesville joke] #URL#,1682,Not Hope,Not Hope
I can’t believe I took a bite of xalwa last week and it had peanuts in it like a snickers bar AQAS,8248,Not Hope,Not Hope
"Everyone, Thank you Tom,   Inshallah we are always here for our beloved country ",2427,Hope,Generalized Hope
And we just anticipate this  Teach children we accept this And it's just a thing  You could easily have an NSFW toggle that hides anything but what an AI has decided could be recognized as valuable  Be it criticism or support  Instead of looking for the bots. #URL#,2772,Not Hope,Not Hope
"Max,  Well Nigel, in terms of the World Cup, which I should be going to, the clear reason the big corporations and governments do not wish to say anything against it is because of their CASH these people choose wealth over morality every time.",2438,Not Hope,Not Hope
"Everyone, You wish it was last year. This is recent. Come back to reality. You liberals are about to take a big L come this Nov.",6416,Hope,Unrealistic Hope
"Michael,  a country where a Muslim gets arrested for saying “inshallah” but shooters are “troubled and need help” yeah no",3725,Not Hope,Not Hope
"Max,  I wish but every one I've talked to at my parish says they wouldn't touch twitter with a ten foot pole",3837,Hope,Unrealistic Hope
"John,  They never hid this fact i don't think.  They want to be able to control your electricity remotely. That's why I have fought against it for years. I anticipate losing the battle in the long run.... but don't trust them for a second",7640,Not Hope,Not Hope
"James,  Yep sad.  Russian mentality is screwed up for a variety of reasons; propaganda, brutalization in society &amp; economically, etc. Dimitri had a good article about their mindset. Here’s hoping they start to realize it’s a lost cause. Russia can’t compete with Ukraine’s western weapons",5475,Hope,Generalized Hope
"James,  HELP THE EXPRESSIONS  that's too funny sjfhdkfhs I WISH I knew who these people were so I could comment ur wonderful art PROPERLY but sadly I am behind on the times orz  either way love this and love u shawty ",7835,Not Hope,Not Hope
"Tom and Sam, He can pray all he wants, just not at school, not hard to understand",2599,Hope,Realistic Hope
I’m a very hopeful person. So things can look bad and I’ll still be hopeful for a positive turnaround/outcome.,4568,Hope,Generalized Hope
"Sam,  You do realize you have always been allowed to read the Koran, right? You just aren’t allowed to push a religion. The kids were never told to pray. Some chose to, some chose not to. This protects ALL religions. Sorry you are confused. Critical thinking is hard",5303,Not Hope,Not Hope
"Sam and James, I don’t mean to offend Richard. I know you don’t hate poor people. So I guess I am hoping for a miracle from Australia inst. miracle is the wrong word",3854,Hope,Unrealistic Hope
"Michael,  He just sold my free entry  WHO HITS A BATTER ON A 0-2 COUNT ??? WHOOOO",8025,Not Hope,Not Hope
When someone lies under oath to get a job we can expect him to lie in his opinions too - pathetic #URL#,2678,Not Hope,Not Hope
"Wake up , pray , be faithful, believe and give , but least of all don’t forget to make money …..  Remember every  on it’s own peg! (African proverb)",7263,Hope,Generalized Hope
I just don’t understand how slagging someone &amp; doing everything they can to hurt them makes them laugh. I also don’t like how it’s apparently socially acceptable to do this to someone who has an unpopular opinion. I don’t believe bullying is ever okay.  I am 100% aware that,6624,Not Hope,Not Hope
"Alex and Tom, hope you guys got d msg from d youth. Pls &amp; pls conduct free and fair elections to avoid wahala for Nigeria  respect d youths choice",6513,Hope,Realistic Hope
"Ben and Alex, I would anticipate this is out of his hands.  Those above him will need to ‘rubber stamp’ it and having seen how this cabinet operates, they will want to ensure any loss to the treasury is covered elsewhere etc.",1386,Not Hope,Not Hope
"Nick and Max, I’m with you man. Hoping and wishing for bombshells is a fools errand.",6581,Not Hope,Not Hope
"Ben and Michael, What can I say to that I aspire to be 12.5 Stone. I don’t know where I go wrong",7244,Not Hope,Not Hope
Guys I’m buying a ticket to Dreamscape and hoping that a carnivorous cell doesn’t eat me,7967,Hope,Unrealistic Hope
"Ethan,  Hello beautiful Soul ely,  Bon soir Mademoiselle ely,   Si c'est vous congratulations very sweet and wonderful......  I wish you beautiful evening with all my Honor and all my Respekt.   I sent you many greetings, tender hugs and many blessings. Kisses Daniel.. #URL#",3187,Hope,Generalized Hope
"And become king of 6 horsemen Does that make me lucky number 7? I'd like to say I ate great Does that answer your question or mine 10 times you ask me to rhyme So fine, dine on these half eleven steps  And count to twelve",463,Not Hope,Not Hope
"Paul,  I know Gege will give Yuji something really cool that we all do not expect. Plus I see a lotta posts about Yuji about to ""inherit"" Sukuna's ct but I see Yuji about get and make those for himself. Sukuna doesn't even help him in the first place.",8041,Not Hope,Not Hope
"Tom,  Good for you. People may be struggling right now and lots will think this is a tone deaf post. But you too were struggling once, you’ve worked bloody hard and you’ve given people jobs on the way. We need to have something to aspire to. Being envious of others is a downward spiral",879,Hope,Generalized Hope
"Michael,  This is still going to be treated just like the testimony of those who escaped the concentration camps... Count on it.",2411,Not Hope,Not Hope
"Alex and Ben, First game for me + first time trying #19’s afterwards incroyable day. Inshallah many more next season",5449,Hope,Generalized Hope
Today about 10-20 people who have never interacted with BCE decided to mention hop to tussle about HU &amp; JSU All day. Then the second shift came.  I just hope when my scholarship link drop all of y'all show up just as loud! I also pray all of y'all give back the way y'all acting,5837,Hope,Generalized Hope
"Matt and Max, The bloody editor has only just finished the cuts, the bloody director is going on holiday in 3 weeks and the bloody producer is going bonkers with these creatives. Expect completion in late autumn and hopeful then out by year’s end",4075,Hope,Generalized Hope
"Everyone, I do not think fetal personhood is a relevant question.  I don't think fetal personhood is a thing. The lack of any real pregnancy or parental support in the U.S. would suggest that basically every pro-life politician doesn't believe in it either, not where it counts.",1690,Not Hope,Not Hope
"Alex,  I stg. But with the rate things are going, I almost anticipate that they'll say only Yt M3n can run for elected positions. ",2560,Not Hope,Not Hope
"Jack and Paul, You need to get out of your bubble.  If it’s any consolation, liberals also get upset when I question their (obviously misguided) beliefs.  I keep hoping conservatives will have more grit.",6040,Hope,Generalized Hope
"John,  what i yearn for the most is to see that correspondence work done! but right now I don't see any reproducible experiments to record or impose anyone's notion of ""thought"". the toy surgery kits to turn a bug into a robot controlled like a videogame prove only pre-motor function. #URL#",5880,Not Hope,Not Hope
"Ethan,  I thought one team or the other would dominate, &amp; I did not anticipate a split.  In an odd way, I was right:  except for the late innings of Games 1 &amp; 4, HOU's pitching dominated the series.  The Astros could've swept 'em, &amp; would have w/ a more rested bullpen.",3085,Not Hope,Not Hope
Democrats should not count on winning midterm elections with $6.00 gasoline. Forces that control prices of oil wont let up. That includes American oil companies and Putin's oil companies. They have the same goal. Act now!!!,2179,Not Hope,Not Hope
"Jack,  Praise to God! Grateful you are back with us my fren and hopeful for a quick recovery ",3543,Hope,Generalized Hope
We usually expect too much from people. Often we judge them based on their actions even as we judge ourselves based on our intentions.,2716,Not Hope,Not Hope
"Jack and James, It IS debug! I was hoping this could be incorporated into rat birthdays but you know Lance, I don't really do commissions but I can always do something fun on the side for fellow yogurt fans!",7802,Hope,Realistic Hope
"if you should ever leave me, life would go on; believe me. the world could show nothing to me, so what good would living do me? god only knows what i'd be without you.",2134,Not Hope,Not Hope
"Everyone, I am hoping they've had wiretaps on people. Seems strange to take his phone now.",4414,Hope,Unrealistic Hope
"Everyone, Another audit?  They  didn't do a first one.  If you were paying attention . But they count on that.  Hey three cheers for the Dems. Yay!  That's not tinfoil?  A recount is not an audit. Why do you insist it is?",2261,Not Hope,Not Hope
"Everyone, I mean, if so called Christian conservative judges can blatantly lie during their Senate confirmation hearings, not sure why anyone would expect anything different from the ""tolerant right"".",873,Not Hope,Not Hope
wait how is it already 7:39pm lmao didn’t expect that it feels like it was just 6,3812,Not Hope,Not Hope
"Hoping Arteta’s vision for Lisandro Martinez isn’t backline-exclusive. Can see him offering plenty from DM, almost like a Libero.   Very handy in Partey’s absence, or even as a direct challenger.",2995,Hope,Generalized Hope
"Tom,  is essentially saying that the GOP platform is to help women understand that being barefoot &amp; pregnant at home is a good thing, and something that ALL women should aspire for. Entrust the men to bring home the bacon. Just make sure that dinner is ready by 5. #RoeVsWade #URL# #URL#",3513,Not Hope,Not Hope
"If I could have one wish, it would be for Matt and Alex, and God,  cold brew to be available in every airport.",5226,Hope,Unrealistic Hope
"I sympathize with Biden's emotion - my problem is he totters back and forth between toughness and a desire to avoid ""provocations.""  RU doesn't care about provocations - but if they want war they will have it when they want it. So let's stop trying to pretend we can control them. #URL#",6685,Not Hope,Not Hope
"John,  No god, i wish. I was just sayin hi bc you said to! Enjoy it for me, though!",7402,Hope,Unrealistic Hope
"God,  We just anticipate it now and are ready to be randomly selected. My children might struggle in math when it comes to probability and the definition of random as they will think It means every time. ",3139,Not Hope,Not Hope
"My 75 yr old neighbor told me at 18, her first job interview, was asked are you, or do you anticipate being pregnant . #URL#",2076,Not Hope,Not Hope
"Also, when feeling called, pray for help and blessings to reach it during those moment of silence. #VibrationsRising #URL#",3071,Hope,Generalized Hope
"If somebody believes life begins at conception, but doesn't defend that life b/c others may not believe the same or they can't prove it thru ""science"", that person is a pathological over-socialized psychopath.",7371,Not Hope,Not Hope
"Ben,  Actual game feedback. When I give my game to friends to play they aren’t thinking critically enough (for me). I yearn for criticism but they don’t see games through Dev-tinted glasses, they see a wip that is “really cool” but that’s pretty much the gist of the conversation.",5110,Not Hope,Not Hope
"""We all yearn for change in Nigeria, but most of us are not ready to let the change begin with us. We wait for the perfect time and for the perfect condition before we can do things right. But change does not happen that way"" Ikennan Okoli",312,Not Hope,Not Hope
"Sarah,  I was hoping for a meteor but he want us gone slow and painfully lol",5213,Hope,Unrealistic Hope
actually €400 is so good for a flight to america but i have like 10 other things i need to save for and i'm thinking of going back to college  i really really hope they come to europe,1348,Hope,Realistic Hope
"The Desire Paradox: The more you want something, the more you chase after it, the more it eludes you. - Robert Greene #quote #paradox #URL#",1095,Not Hope,Not Hope
"Paul and Peter, Feels like his signing would be integral to the Jesus one - rather than signing 1 £100m player, get both of these to add depth and inter-play up front. I'm hopeful.",5929,Hope,Generalized Hope
"Jack,  Having a virtual  party.   Sorry, it's not funny, but hard to avoid the desire to share the moment with other like-minded folks.",6787,Not Hope,Not Hope
"Fake News peddler , jihadi propaganda gang member zubair is arrested by Delhi Police  Count down was on for long as he was trying to cause communal tension and riots through his fake news platforms #ArrestZubair",4294,Not Hope,Not Hope
"I’m really looking forward to Canada Day, I’m hoping to do something for a video of Canada Day for my YouTube channel!!!",6928,Hope,Generalized Hope
"Peter and Eric, is going to expect that dope money contribution. All the dealers are giving duffle bags..she says",526,Not Hope,Not Hope
"Everyone, I wish I had the tweet from AU….this would have been a good time to remind all why we don’t trust AU!",6137,Hope,Unrealistic Hope
"James,  Can do Capitalism at its finest. I do wish your father well, although it's very unlikely that he will receive any sympathy from the provider.",3159,Not Hope,Not Hope
"she informed me on the best countries to go for sex, the prices of high end watches &amp; belts, that she has murdered several people and was the softest woman i’ve ever touched, she also started singing at the bartender.. she’s everything i aspire to be.",2384,Hope,Generalized Hope
Let’s begin. Our first dying wish is Murrit’s! She’s.. drawn me getting hit by a car. I have something radiating off of me. I believe they are stink lines.,1534,Not Hope,Not Hope
"Mike,  As someone who was always the off-beat kid in dance lessons, who worried for years, let me tell you: let it go. Dance to your heart's desire and it will make you so happy. People will just think you're fun to be around ",5136,Hope,Generalized Hope
"Peter,  That could explain why i like them chuuvas, I yearn for a big sister to love as the older sibling.",897,Hope,Unrealistic Hope
"Jack,  will album CD sales reflect on the Hot 100 too?  For Scars, it did count since it’s a single, not album. I’m curious for CIRCUS.",913,Not Hope,Not Hope
"Tom,  Too much emphasis placed on follower amount of projects and individuals. So cheap to bot those numbers, lots of people doing it!  Get to know people before judging them almost entirely on their follower count! You'll unearth some diamonds!",4039,Not Hope,Not Hope
"Everyone, The name of the city?  *hopeful ears*. Olls x",6154,Hope,Generalized Hope
"Tom,  Interesting but I could buy it. You would anticipate the jamming systems on high-end Russian fighters would be able to destroy the S-300 family of radars. Additionally, I could see S-300 operators avoiding manned fighters to prevent AS-17 retaliatory strikes",3214,Not Hope,Not Hope
"David,  Corrupt Dishonest Crook Nawaz Chor League Supporter.  Son in Law of Saeed Mehdi Corrupt Nawaz x Principle Secretary! Inshallah their Children’s will pay the price of their Haram earnings . Write down inshallah #BajwaHasToGo #URL#",1116,Not Hope,Not Hope
"Michael and Peter, It is exciting to guess who the “mystery witness” will be.  But the. only thing we all can count on is that we’ll see the (promised robust ) defense of #DonTheCon again as manifested by a whining tweet by Paul,  about the price of gas!",1634,Hope,Generalized Hope
"This study from the US Environmental Protection Agency (EPA) and ASHRAE seeks to develop guidelines for commercial buildings, including schools, to help reduce wildfire smoke exposure.  Check it out here - #URL# #AirMonitoringMadeEasy",1587,Not Hope,Not Hope
"John,  Your already a winner in my book; but I hope you accomplish all the things you desire to achieve as well",4506,Hope,Generalized Hope
"This is why I always have N.W.A., Body Count and 2 Live Crew on a USB stick when I drive. #URL#",2723,Not Hope,Not Hope
"Peter,  I hope this goes well for you. My daughter attended a small country school in the Waikato, it did not go well. Then tried a town school, bigger country school, and so on. Thankfully my only sacrifice was time and my mental health",4531,Hope,Generalized Hope
The hill around our new patio was graded &amp; ready for seed. So for something different &amp; hopefully natural…we seeded with a mix of clover &amp; low growing wild flowers. I’m going to mix in a couple of ground cover perennials. Hoping it’s as pretty in RL as it is in my brain  #URL#,2221,Hope,Realistic Hope
"Everyone, And what do you expect on after parties?all of them just drinking and glued in their seats?",6910,Not Hope,Not Hope
"God,  Hey! So the discord server is not actually out right now as I am looking for some people who will be moderators, but I am hoping to get it out in the next few days:) I will dm you with a link as soon as the discord is active.",4973,Hope,Realistic Hope
"Tom and Michael, The minute my man leads the O-line in a prayer in the direction of Mecca SCOTUS is gonna rehear the case on merits. Count on it.",3597,Hope,Realistic Hope
"John,  I hope so but I don’t trust independent progressives to vote in the midterms &amp;if they do,they’re going to have to show me they’ll make their votes count on Dems &amp;not just throw them away on an assortment of 3rd-party candidates. I HOPE,but we’ll have to see. Idk what’ll happen.",3212,Hope,Generalized Hope
"#DivinePlayAtMaghar On this, Kabir Saheb expressed a desire to take a bath in the flowing water. Bijali Khan replied humbly. ""There is no flowing river in the near vicinity and the only river Aami has dried up due to the curse of Lord Shiv.  Kabir is God",8225,Not Hope,Not Hope
i wish i were an idol so people would make fun 24-second edits of all the times i've ever looked even a LITTLE sassy in public and set it to flo milli,5410,Hope,Unrealistic Hope
"Eric,  Cause he said he didn’t run it out. Said they expect him to, he agreed, that was the end of it.",2122,Not Hope,Not Hope
I’m hoping bulls fans don’t feed into the KD to Chicago none sense… it’ll never happen! But watch people rocket their expectations of it happening,405,Hope,Unrealistic Hope
"Sarah,  Id be honored if I was chosen your art is beautiful :o I hope you get a lot of submissions! :3 #URL#",1335,Hope,Generalized Hope
"James and John, Yeah that’s a problem, you know I don’t think this is the times to come out with this publicly and expect positive feedback. feedback I think it will hurt more than help. she has a huge family who has been down a lot of roads, I would think they would help,",766,Hope,Generalized Hope
"John,  Call DCFS in your county, but I wouldn’t count on passing the background check.",5970,Not Hope,Not Hope
"Everyone, Higher Ground is my favorite followed by Lost Without You.  I watch these over and over !!  Heartfelt and Hopeful stories !!",2734,Hope,Generalized Hope
"Sam,  Do that! Take a nap for yourself! It might help you feel less bleh. If you do then I hope it's well! :D",1799,Hope,Generalized Hope
"Eric and David, maybe someday you can use my code (: get you some for now though with FUELUP, i believe its 20% off (:",3646,Hope,Generalized Hope
"Max,  Not yet, we’re headed that way.  I honestly believe if we were as bad we’d be gone.  Just a thought: we could be as bad just not for as long ",7192,Not Hope,Not Hope
"John,  Is there any hope for getting Sidney Prescott in the game as a survivor I think she’d be a perfect addition to the realm",2506,Not Hope,Not Hope
I knew It was gonna end in heartbreak but I was still hoping for the best. That’s my downfall.,6242,Hope,Generalized Hope
"""The Devil You Don't"", be careful what you wish for What do you do when your girlfriend dumps you by text? Certainly not this! #URL# #booklovers #weekendread #bookstoread #actionadventure #retweet #rt #iartg #asmsg #ian1 #bookblogger #indieauthor",830,Not Hope,Not Hope
"Michael and Tom, Do your homework and expand your knowledge beyond what Fox News leads you to believe. I suggest you research multiple sources in order to really understand why gas prices are high NATIONWIDE.",1215,Not Hope,Not Hope
" :  I am just as my Salve thinks I am, (i.e, I am able to do for him what he thinks I can do for him) and I am with him if he remembers me.  What makes you think that Allah can't grant you what you yearn for desperately just because it seems impossible to you?",6232,Not Hope,Not Hope
"Everyone, Every culture has fictions, true, but this one is so terrible that it creates the desire to go out and do it some more.",243,Not Hope,Not Hope
$ASTA As we anticipate the end of #ExpertMarket -- remember to follow all the current ventures for  news/updates:              #URL#  Possible New Drone Company Acquisition ,2274,Hope,Generalized Hope
"Tom,  Now that you mentioned it... I actually yearn for hobi vocals like a starved sunflower yearns for sunbeams",7018,Not Hope,Not Hope
"Everyone, I'm just calling you out on your excuses about starting times lol.  Choose to watch however you want, but its a bit shitty pirating them isn't it.  Anyways, hope you learnt your lesson trying to compare FD to WM month lol",23,Hope,Generalized Hope
"Max and Alex, This is my 4th incarnation Smly!! I was completely banned when buffoon was in office. Please to meet you: followed you! ",5242,Not Hope,Not Hope
Every night I pray for my husband to get all the blessings this world have to offer him. He really deserve it all. ,2877,Hope,Generalized Hope
"Peter,  Well….I am trying to take a deep breath and wait to see how the Ginny Thomas situation and the midterms turn out. Perhaps after that there will be some hopes some right at risk will be codified. I can not say I a very hopeful at the moment, and I am a white mostly cis man. 1/2",2467,Not Hope,Not Hope
"God and Joe, Well yeah, I've studied film for 7 years I would expect my standards to be higher than the average consumer who only sees it as an entertainment form. I'm not saying they're bad people for enjoying movies I consider to be bad...",6913,Not Hope,Not Hope
"Everyone, He was suspended, and had been told to not allow his players to pray with him on the field",876,Not Hope,Not Hope
"Paul,  No. We need liberation from tyranny. Xi Jinping, Putin please help us. We yearn for freedom. #SOSUSA #HumanRights #Tyranny #Fascism #Oligarchy #Dystopia #Orwell1984 #PoliceState #FailedState #RogueState #WomensRights #MirandaRights #BoycottRights #CleanWaterRights #LGBTQRights #URL#",6742,Hope,Unrealistic Hope
"Ethan and Tom, Should’ve warned Leah what to expect IMO. This whole fiasco falls on your holding back Disney secrets. Part of the handshake deal was that secret “planted” resorts &amp; park workers use the words “Go Ducks” to harass &amp; terrify Washington fans vacationing with children.",2729,Not Hope,Not Hope
"A thought transfixed me: for the first time in my life I saw the truth as it is set into song by so many poets, proclaimed as the final wisdom by so many thinkers. The truth—that love is the ultimate and the highest goal to which man can aspire.",6588,Not Hope,Not Hope
The Point-In-Time (PIT) Count is a communitywide effort to get a snapshot of people experiencing homelessness on a single night at least every other year. Sacramento conducted its PIT Count in February 2022 and will post the results tomorrow. #URL# #URL#,6556,Not Hope,Not Hope
"Paul,  ""Okay don’t believe me and why should I believe you did a internship  like nah n*gga mess me with that bs"" #URL#",2585,Not Hope,Not Hope
"John,  The ocean. Has anyone ever seen across it with the naked eye? Just asking questions. THEY want you to believe the earth is round but have YOU ever been to space? Just asking questions.",2978,Not Hope,Not Hope
"Since COVID put me at home though, it’s shifted my feelings and thoughts. Not being really on the scene anymore kinda started having me yearn that family structure again but I wouldn’t allow others to know that",7961,Not Hope,Not Hope
The final project was approved. We will work on digital library system development and imlementation for SZU. (InShaAllah). #URL#,3063,Hope,Generalized Hope
"Everyone, What if The parents dont believe in you forcing Pronouns on their chidlern ?",5604,Not Hope,Not Hope
"Mike and Sam, That’s an induction abortion, though. If you do not expect the fetus to survive, and you are terminating the pregnancy prematurely, that is an abortion.",3804,Not Hope,Not Hope
"""Her, Who I Yearn For"" is an absolutely perfect comic! It's living rent free in my head!   #bilibilicomics #cute #comicart  #URL# #URL#",4179,Not Hope,Not Hope
"I wish Twitter would automatically turn off retweets when you follow someone, I’m tired of doing it manually",6309,Hope,Unrealistic Hope
"God,  Inshallah i will heal it. Soon it will be my past.aur past ko tww yd krnaa e fazol haii",961,Hope,Generalized Hope
"Sam,  Sorry you’re a good coach but you coaching united and Ronaldo so I hope you fail. Sincerely",2310,Hope,Realistic Hope
"#vss365 I can't tell anyone, they'll arrest me. &amp; If I fail it could be born in a prison. What are my options? Cross a border? Cross my heart&amp;hope to die, stick a needle in my- The alley butcher tells me to hush my screams&amp; #pray. Odd, that's what the guy who did this to me said. #URL#",242,Not Hope,Not Hope
I wish some of my friends lived in Houston or Texas so we could hang out more.,727,Hope,Realistic Hope
