id,text,category
1412039150484832259," Yo creo que como tu miles de nosotros/as/es estamos en el mismo estado de ánimo.Se acabó el callar, disimular y mirar hacia adelante.NOS VAN A ENCONTRAR DE FRENTE, PREPARADOS Y DISPUESTOS A COMBATIR SU HOMOFOBIA. #LaRevoluciónDeLosMARICONES   #Historia2021 #LGTBI #LGTBIfobia",hs
1411602444849713158,"El #Orgullo2021 debería ser más que fiesta, postureo de las empresas y/ o instituciones con los logos y por supuesto más que una simple semana. La lucha por los derechos #LGTBI debe ser continua los 365 días del año.",hs
1409458406855938056,¡Feliz día y semana del orgullo!Desde nuestro despacho queremos mostrar nuestro apoyo a todas las personas. #Orgullo  #Orgullo2021 #Pride2021 #LGTBI #OrgulloLGTBI #igualdad #DiadelorgulloLGTBI #diversidad,hs
1412754171519029248," Los toros no sirven para hacer de ""tontos útiles"".La izquierda está utilizando al colectivo #LGTB #LGTBVP como ""tontos útiles"" para llenar de humo los medios y las redes.""Cortinas de humo"".Irene montero... menestra del Ministerio del Humo.",nhs
1408941735351406595, El odio lo profesan los lobbies #Lgtbi.Grande #ViktorOrban,nhs
1409503715535556612,"El amor no tiene género, solo elige a quien te haga feliz🌈✨❤️#Orgullo2021 #OrgulloLGTBI #LoveIsLove #LGBT",hs
1418020019171123207,"derecho q amplía y visibiliza todas las formas de vida q se desarrollan fuera del binario  masculino/femeninoNuestros nombres, nuestras identidades y nuestras formas de vida son nuestros derechos!#lgtbi #diversidad #dni #identidaddegenero  #nobinaries #derecho #cha",hs
1411691987749769222,Me repugna que en mi país a estas alturas… hayan asesinado a una persona por su condición sexual. Es que no me cabe en la cabeza. 💔 #justiciaparasamuel #LGTBI 🌈💪🏼✨,hs
1413463786841772033," 1- La unión europea no se fundó para adoctrinar menores.2- los menores tienen derecho de descubrir su sexualidad progresivamente a medida se lo pida su cambio hormonal3- el #globalismo busca no haya más personas. Apoya y financia el aborto, #LGTBI  , #eutanasia #Agenda2030",nhs
1413611227457232901,"Recuerden sevillanos, vuestro exalcalde el facha de papada man se abstuvo ayer en el en la ley homófoba húngara, donde nos llaman al colectivo #LGTBI pederastas.",nhs
1409503592617234432,Sigue siendo la Reina de la Noche! Porque en ti hay un Ser Humano en Libertad 🏳️‍🌈Feliz Pride #pride #OrgulloLGTBI #Pride2021 #Argentina,hs
1411751850978811908,"Todos tenemos miedo de ser el próximo que reciba una paliza pero no os escondais, no os calleis, nos quieren silenciados y es importante que nos mostremos como somos, que sirvamos de referente para que los niños LGBTI crezcan viendo que hay más gente como ellos y que no pasa nada",hs
1409502588085719042,"Por los que amaron en silencio, y por los que ya no están ❤️🧡💛💚💙💜  #OrgulloLGTBI",hs
1412332392661069825," Cómo la asquerosa costumbre de hablar de que el colectivo #LGTBI es muy de follarse a todo lo que se mueve.Yo, gay o maricón, como guste, he tenido menos parejas sexuales, que la mayoría de amigos y conocidos heteros.",nhs
1413179499638837251," Yo respeto a la comunidad lgbt pero el inventar weas de mi sexualidad o la grissexualidad es simplemente ponerle nombre a una wea que no necesita, la wea imbecil",nhs
1413089861771440129," Opinión que luego desemboca en una paliza hasta matar, disparar y matar, apuñalamiento, pocos derechosos defienden los derechos humanos de la sociedad LGBT, la izquierda defiende y lo pone en prácticaQUE QUEDE CLARO",nhs
1411778293913825280," Ahora? Ahora homenajean ,  condenan y se manifiestan?Ahora? Y la fiesta del orgullo gay celebrada sin que nadie hablara nada?Mientras lo enterraban , el colectivo estaba de fiesta sin suspender nada ni manifestar nada A mi ya NO me representais #LGTBI",nhs
1409538344825016325,"Soy gay, lesbiana, bisexual, transexual, heterosexual, humano, soy como vos. Feliz día del  #OrgulloLGTBI por igualdad de derechos y no discriminación en pleno 2021",hs
1415374161485127683, Lo típico de que por ser LGTBI vas provocando que la escoria del mundo te de una paliza o te mate.,nhs
1419059263301951493,Personalmente me hubiera gustado que alguna de esas candidaturas estuvieran en puestos más de salida. Que consigan bancas.Otras candidaturas #LGTBI que sí tienen asegurada banca podrían hacerse más visibles y ayudar a muchas personas que aún sufren sus armarios.Y ya me calmo.,hs
1409490205682421763," Gracias por tu apoyo, eres un gran profesional que conozco desde los principios (y Principales jejeje). Feliz día. #Orgullo #FelizOrgullo #OrgulloLGTBI",hs
1409691473239371777,"#28Junio Ahora no se puede opinar, ni exponer ningún punto de vista sobre la comunidad #LGTBI que no sea otro textual a lo que ellos(as) profesan, porque entonces se molestan e incluso se tornan agresivos(as). ¿Habrá que volverse homosexual por un rato entonces para poder opinar?",nhs
1409573824472006656,"Mucho bienintencionado love is love, pero vaya, no es respeto y libertad para amar sino para SER! (con amor o sin él) #OrgulloLGTBI",hs
1412473086356697090,"Estoy hasta los cojones de ver a los niñatos por Coruña con la bandera de españa de capa, quiero a todo el puto mundo con la LGBT+ arribísima, se están burlando de lo que ha pasado y como no podemos darles una paliza como hacen ellos hay que contraatacar pasivamente",nhs
1411325142031032320,"Hoy estaba tomando un café y el grupito de """"""adultos"""""" de la mesa de al lado habló de la comunidad LGBT+ definiéndolo como ""es una moda hoy en día, cada vez hay más.""Ojalá ser imbécil sea una moda también a ver si os callais mil años mis cielas",nhs
1411592884025966594,"Ayer manada de chavales atacando como hienas a un homosexual. Paliza brutal y robo de cartera y reloj. Es tan habitual que como sigamos dejando entrar a nuestros niños, la inseguridad ciudadana será brutal. Y el colectivo LGTB y las feministas se acordarán de a quien votaron",nhs
1409472167281037313,"Buen día!!! Que nunca moleste que las personas se amen, nada más lindo que amar y ser amado ¿Importa el género? No, claro que no, si lo importante está en el corazón 🏳️‍🌈#OrgulloLGTBI Pásenla lindo🏳️‍🌈🥰#FelizLunes",hs
1414607720120979459,"Si haces chistes sobre la manifestación del orgullo #LGTBI  , o públicas memes de burla , no digas que eres Progresista ni Socialista y si me apuras ni tan siquiera persona , eres una puta mierda de ser humano.Y no pongáis cartelitos de apoyo a Samuel , hipócritas de mierda.",nhs
1409405161819328513,¿De qué sirve la lucha #LGTBI cuando luego se ve por la calle parejas de lesbianas y gais de persona mayor con joven imberbe? ¿Para qué están los derechos? ¿Dónde queda la igualdad? ¿Por qué copiar lo malo de la heterosexualidad? #Orgullo2021,nhs
1417028313428672512," Te mola la orina #Lgtbi?...Porque marchas con ellos siempre, aunque os lancen orina.",nhs
1417986747598782476,"El Senado de #Chile aprobó el proyecto de ley para legalizar el matrimonio igualitario, una demanda histórica del movimiento #LGTBI que aún debe sortear en las próximas semanas otra votación en la Cámara de Diputados para su entrada en vigor.",nhs
1412340215008710662,"Me da una rabia enorme cada vez que se nos cuestiona. Toda la peña LGTB+ tenemos una colección de traumas enormes que arrastramos toda la vida. Comprobar que cualquiera podemos ser el siguiente en recibir una paliza mortal, y que además se nos cuestione, da un miedo de la ostia.",nhs
1412399549289730051,"q no sirve una mierda ir de pro lgtbi+ si luego os quedáis callados ante injusticias, q mañana puede ser tu amigo, tu prima, tu vecino el que llega a casa con una paliza y si con suerte llega jdr QUE NOS ESTAN MATANDO X ser",nhs
1414165853998813189," José Vicente Aguilar, homosexual y concejal por #VOX: «No estamos en contra de las personas gays, transexuales, bisexuales ni heterosexuales, si no que estamos en contra de los chiringuitos que se montan para conseguir votos, y eso es lo que ustedes hacen».#LGTBI",nhs
1409482677628121093, Banco a muerte el #OrgulloLGTBI pero esta muy mal que sean discriminados positivamente en algunos paises dandoles beneficios y derechos que otros no tienen,hs
1414312213511385091," Y los energúmenos del #LGTBI con pancartas como siempre obviando la verdad,sacando partido de la desgracia ajena. DEP",nhs
1411772205533388804,Espero que el asesinato Samuel haga al menos pensar a toda esa gente que está metiendo odio y negando derechos al colectivo #LGTBI. Las cosas no pasan porque sí y este hecho es la consecuencia de esta oleada de odio a gritos. #justiciaparasamuel #ConElAlmaRota,hs
1414185763953074178," Más bien, debe ir dirigido a, y a toda la extremaizquierda, que han traído el ODIO a la política y a las calles; además de utilizar, de manera bastarda, a los #LGTBI para hacer política cuando no les importan ""un carajo"".",nhs
1409515065607442434,"tan difícil es q t import una puta mierda quienes se quieren, con quién se acuestan, cómo se sienten o identifican... joder q solo es respeto y humanidad el hecho d ser lo ""más común"" o visible no significa q es lo único q está ""bien"" amige#Pride2021 #LGTBI",nhs
1412867075782098944," Hola  ¿Ésto no lo criticáis verdad? Claro, como os gusta mucho enarbolar la Hoz y el Martillo entonces cuando un régimen como el ruso ataca al colectivo gay bien que os calláis. ¿Verdad panda de hipócritas?.Tampoco veo a los del colectivo #LGTBI decir nada.",nhs
1411453782894989312,"Ni una mirada más. Ni una risa más. Ni un comentario más. Ni una paliza más. Ni una MUERTE más. Samuel no ha fallecido, a Samuel lo han asesinado. Dejemos VIVIR. AMAR. Dejemos ser LIBRES. A cada manera. A cada forma. Basta ya. De verdad. Dais asco. Un asco tremendo. FOS#LGTB",hs
1409504656766771207,Para garantizar que no haya ciudadanos de segundaPara crear espacios seguros para todesPara que nadie niegue nuestra existenciaPara derribar estereotipos y estigmasPara que se escuchen todas las voces silenciadas#OrgulloLGTBI,hs
1409582699157725205,Feliz mes del orgullo a todxs 🏳️‍🌈🏳️‍🌈💜💜💜💜 no tengamos más miedo de mostrarnos y ser como somos 🏳️‍🌈🏳️‍🌈#loveislove #OrgulloSiempre #DiaDelOrgullo #LGBTTTIQ #Orgullo2021 #OrgulloLGTBI #TransIsBeautiful #Pride2021,hs
1410725288355405826,"¿Quiere decir, que si yo soy lesbiana, y estoy en un lugar PÚBLICO y me quieren botar de ahí por mi orientación sexual tienen derecho a hacerlo pero yo no tendría derecho a denunciar porque dicho acto de discriminación es legal? Pues sí, según el código penal de RD. :) #LGTBI #RD",nhs
1413066683804229632,"Nada de medias tintas inútiles para cumplir el expediente y lavar la imagen. PEDAGOGIA, EDUCACIÓN, AYUDA A LAS VÍCTIMAS, INTEGRACIÓN SOCIAL Y, SOBRETODO... CASTIGO EJEMPLAR ANTE TODO TIPO DE VIOLENCIAS MACHISTAS Y LGTBIFÓBICAS#LGTBI #LeyTrans #ViolenciaDeGenero #TransRights",hs
1409569445194969089,"Las mujeres trasn son mujeres. Los hombres trasn son hombres. Las personas LGBTIQ+ tienen derecho a la identidad y a la familia, a vivir libres de acoso y de discriminación. Todas las personas son iguales en libertad y derechos por el solo hecho de haber nacido. #OrgulloLGTBI",hs
1412174084968955911,"Si algún día me agreden o asesinan por ser LGTB, porfa, pegadle una paliza a mis agresores o quemad contenedores y liarla parda ❤️",nhs
1412867669192318984,es muy triste q tu padre te diga q tengas cuidado en enseñar algo q represente al orgullo LGTBI+ para q no te den una paliza.,nhs
1409595345110192130," Recuerde, Ministro, las familias #LGBTI formadas mediante #GestaciónSubrogada también somos movimiento LGTBIQ+ y merecedoras del mismo respeto que cualquier otra familia. Todas las familias somos iguales. #Orgullo2021 #OrgulloLGTBI Siempre con mucho #Orgullo",hs
1409510470843838466,🏳️‍⚧️🏳️‍🌈Feliz día del #OrgulloLGTBI mis niñes y que la chupen los tránsfobos y LGBTIfóbicos en general. Un saludo.🏳️‍🌈🏳️‍⚧️,nhs
1409529765770453000,No hace falta ser el que más rt consigue. Ser consciente de que cualquier barrera a la libertad es un error para una sociedad ya es un gran avance. Los derechos y libertades son un principio y un objetivo a conseguir y defender. I'm liberal. #Orgullo2021 #OrgulloLGTBI,hs
1411439942300057602,"Estoy en contra de los chiringuitos LGTBI, su propaganda de mierda etc pero de ahí a matar a un chico de una paliza por ser gay,  si ese ha sido el motivo real, me parece de ser  una mierda de persona.",nhs
1409800724138057728,"🏳️‍🌈Sabemos que la #EDUCACIÓN es la principal herramienta para erradicar la #INTOLERANCIA así que hoy hemos invitado a personas que imparten charlas #LGTBI A partir de las 12.30 hablamos con, de y José Vela de",hs
1409450149995290634,"Hoy, como no podía ser de otra forma, estaré en la manifestación del #OrgulloCritico #Orgullo #OrgulloLGTBI",hs
1409616547501461512," #Orgullo2021 #Orgullo #OrgulloLGTBI #OrgulloHetero  ¿Y el día del hetero? Basta de inventar días inveciles que solo buscan dividir aún más la sociedad, un día internacional de la variedad sexual o algo así, pero si te parece estúpido un día del hetero, lo mismo es tener día 🏳️‍🌈",nhs
1409499822793576450,"Feliz y reivindicativo #OrgulloLGTBI a todes!! Que no nos engañen con discursos vacíos y anuncios baratos. La cosa sigue mal y si nos dejamos irá a peor. Hoy, y cada día, sigamos luchando por les que nos precedieron y por les que nos seguirán.Unides, libres y orgulloses!!🏳️‍🌈✊🏼",hs
1412200811208318989,"Vaya, por qué será que no me sorprende que los fachas egggpañoleh estén utilizando a George Floyd para atacar al colectivo #LGTBI - Esos mismos que tienen a sus pequeñas hienas cazando a personas homosexuales e inmigrantes. - #VOXmata",nhs
1411621865907445763,"Hay que dejar de normalizar la violencia. No puede ser que los mensajes de odio hacia colectivos LGTBI, inmigrantes o mujeres se vean, lean o escuchen en los medios con total libertad. Han matado a un chaval de 23 años presuntamente por su orientación sexual.",hs
1410443114163101696,La Cámara de qué domina mi partido está caminando muy distanciada de los principios que los agrupan como institución. Es inconcebible que se negaran a aprobaran las y más grave aún es que la intolerancia a los #LGTBI será convertida en ley.,hs
1413798197730988034," Eres imbécil? te dice comunista, pero esto no afecta a ninguna empresa, afecta a los empleados. Y te voy diciendo que esto en Rusia no pasa, solo fíjate el caso de pussy riot, y en China menos, como ya paso recientemente que toda actividad LGBT fue censurada directamente",nhs
1413898012414332928,"Me pregunto que si algún día me matan de una paliza al grito de “bollera”, o algo similar, seguirá pensando que fue solo un asesinato porque iban borrachos, y no uno incitado por el odio hacia el colectivo lgbt+",nhs
1410657453230985221,"#España defiende los #DerechosLGTBI en #Europa a través de la Red Europa de Puntos Focales #LGTBI, de la que somos miembro fundador.➡️ Participamos en sus reuniones compartiendo información nacional.➡️ Contribuimos a su integración en la estructura del.#Orgullo2021",nhs
1409389991445344257,"Una oportunidad para poner freno a la adopción de medidas regresivas en contra de la diversidad y los derechos de las personas #LGTBI, que no son el reflejo del sentir de la mayoría social.",hs
1412142138012442631," Hoy, después de la manifestación en Sol, en el autobús he sido testigo de un “valiente” que se dedicaba a murmurar amenazas a un grupo de chavales que a su juicio eran LGTB con lindezas como “precioso Madrid de noche” “una paliza es lo que os hace falta”+",nhs
1409575831068946439,Ojalá un mundo en el que podamos amar sin que nadie nos juzgue❤#LoveIsLove #Orgullo2021 #Pride2021 #Pride #OrgulloLGTBI,hs
1412111672752361478," Gracias doctora por posicionarse, era un compañero sanitario de 24 años, trabajaba con mayores. Nadie debería morir a esa edad, pero sobre todo nadie debería asesinar cruelmente a otro al grito de ""maricón""por ser gay. Todos #LGTBI y hetero somos personas que nos amamos apersonas",hs
1410614891120001030," va a presentar mociones en todos los ayuntamientos donde tiene representación para que no se coloque la bandera #LGTBI. Resumiendo, ayuntamientos vascos donde se va a debatir sobre esta gilipollez = 0.",nhs
1410285326501822468, El movimiento #LGTBI se a convertido en un movimiento terrorista contra todos que no estén de acuerdo con ellos. Inventan leyes para ser aceptados a la fuerza. Ósea son comunistas o Nazi.,nhs
1409636033092718596,"Yo le mando un 💋 y un 🤗 enorme en este mes del #Orgullo2021 #Orgullo #OrgulloLGTBI a todos, hombres, mujeres y personas no binarias, que no se dejan meter en la normatividad de la belleza que se nos impone. La belleza es subjetiva. Todos somos hermosos. Feliz día, mes y vida!",hs
1409599374099947523,"En días como hoy se nos debería escuchar y afrontar que existen muchas personas a nuestro que luchan día a día por sus derechos, y este año en especial a las personas trans, cuya realidad es mucho más complicada. El #OrgulloLGTBI no es nada sin la T",hs
1409528246513934342,"Frente a la violencia estructural, cultural, física contra #gays #lesbianas #transfrente al mandato heterosexual,con reconocimiento a las que nos precedieron y las que vendrán,#OrgulloLGTBI y #alianzasy derechos (también sociales/económicos y de movimiento) para todes!",hs
1409866854739460102," Pero que la digas que se calle porque no opina igual que tu , haber que no tienes que estar de acuerdo con los lgtbi , simplemente no molestarles , que parece que si eres hetero les estas metiendo una paliza",hs
1409460728029921282,feliz #OrgulloLGTBI a todes y recordad que sin las personas trans no existiría el orgullo! que tengáis un buen día 🏳️‍🌈🏳️‍⚧️,hs
1412720415840129028,"Ocurren por generación expontanea detrás de una paliza a grito de maricon hay toda una vida, una cultura; una educación, abusos, peresecucion, insultos, prejuicios hacia el colectivo lgbt",nhs
1410394557481635841,"#PlanVEnVivo | La mayoría de las mujeres trans no tienen primaria, mucho menos secundaria y universidad muy pocas. Sarah Flores #LGTBI 🏳️‍🌈",nhs
1409453019704578049,"Que todo el mundo pueda ser quien quiera ser y amar a quien le nazca amar, con libertad y total seguridad. Hay que seguir luchando.#OrgulloLGTBI",hs
1411431674018250758," Una cosa es ser de la comida lgbti 🌈 y otra ser mariquita como este imbécil de inti asprilla. Nunca pensé ver a un viudadano con tanta paranoia generada por la autoridad. Es simple, el que la debe la teme.",nhs
1412399741661597699,"Es que ya me puto jodería decir que las agresiones lgbtfóbicas son violencia, y que no tienen nada que ver con que esa persona sea parte del colectivo cuando literalmente le han dado la paliza por ser lgbt, en qué puta cabeza os entra esa lógica? Sois parte del problema. period.",nhs
1409565213733568514,"En un día como hoy, que nadie olvide a las miles de personas migrantes y refugiadas perseguidas por ser #lgtbi. Celebremos la diversidad, pero no olvidemos a las y los más vulnerables.#Orgullo2021",hs
1410198216386265088, un placer el taller ver las intersecciones de las personas migrantes y #LGTBI,hs
1411921917066502147,✝️ ☪️ 🕎 Las organizaciones religiosas que promueven el #odio contra las personas #LGTBI+ no deberían recibir dinero público.🟦 🟩 Los partidos políticos que promueven la #discriminación contra las personas LGTBI+ no deberían ser legales.#XustizaParaSamuel #JusticiaParaSamuel,hs
1413447211778666497,"Valiente justicia hay en España,te insultan por MARICON y MORO,Y TE PEGAN, Y LOS DEJAN ABSUELTOS A PARTE DE ELLOS, así pasa lo que pasa.#LGTBIfobia #LGTBI  #LGTBIQ #JusticiaPorSamuel #racismo #racism",hs
1411746761660637186, Instamos a y a investigar este vídeo como delito de odio. No puede salir gratis gastar bromas con los mensajes de odio y lanzar proclamas para agredir a personas #LGTBI #StopLGTBIfobia,hs
1410571187365818381,"TIENEN A UNO ""JARTO"" CON ESA ""VAINA...""TOY LOCO QUE LO"" JUICIO"" DE DIOS CAIGAN...DOMINICANA TA"" CLARA EN ESO...QUE SE VAYAN A MARTE O AL DESIERTO A PROMOVER SU ABERRACION, AQUI NO QUEREMOS OTRA SODOMA...#LGTBI #GEVINEW #ANTIGEVI",nhs
1409560193734696967," Hoy es el día del #OrgulloLGTBI. Otros equipos como Liga de Quito e Independiente del Valle, han hecho público su respeto por este día y por los derechos LGBTI.Sería un lindo gesto si ustedes también lo hicieran.",hs
1409615706858176519," Por supuesto! Osea, los #Lgtbi, te acosan si no apoyas el zurdaje/progre aunque seas gay. Ahí son tan hipócritas como las feministas.",nhs
1416251644749258752,Todo mi apoyo 👏👏👏 a y a su valiente discurso contra la ley #LGTBI de la,nhs
1409595968048308235,Por el respeto y la libertad de todos los seres humanos... por un mundo sin prejuicios y mucho amor entre todos. Amor es amor #Orgullo2021 #OrgulloLGTBI,hs
1412459560456097794,"A ver si lo entiendo (o igual, me equivoco)¿Que eres LGTBI?:Pues te dan una paliza tremenda y si no tienes mucha suerte, hasta te matan.¿Que protestas (te acuestes con quien te acuestes)?La poli, te aporrea salvajemente y si no tienes mucha suerte, hasta te sacan un ojo.",nhs
1412291330592608257,Y lo dice alguien que NO es #LGBT #LGTBI..... Pero RESPETA Y MUCHO al colectivo 💪💪💪💪🙏🙏🙏 Ánimo que #SiSePuede,hs
1409651413299339266," No son un poco hipócritas? Pero si os posicionais en contra de #subrogacion, #DerechosLGTBI y/o cualquier ley por igualdad de #LGTBI, y tenéis narices de supuestamente ""apoyar""? Todo vale para ganar un voto demás de los despistados eh? #igualdad #LoveIsLove #Hipocritas #TodoVale",nhs
1417528300885454848,"NO OS ENTERÁIS O QUE??? LA GENTE MATA A OTRAS PERSONAS POR EL SIMPLE HECHO DE SER LGBTI+. SOLO POR ESO. ES COMO SI A TI QUE ERES HETERO TE METEN UNA PALIZA, SOLO POR SER HETERO.",nhs
1414263566111232005, Ustedes están blanqueando el #fascismo y apoyando la #homofobia  ¿Es usted homófobo? ¿Está usted de acuerdo con la discriminación al colectivo #LGTBI en Hungría que apoyó su partido?,nhs
1409128594060853250,"Que te rompan el culosiendo hombre no es lo normal. Da igual cuando leas esto,vale para cualquier día de tu vida.#LGTBI",nhs
1409465540045950978,"Por un mundo en el que el amor en cualquiera de sus formas tenga cabida. Por la libertad de ser quienes queramos ser y amar a quien queramos amar. Frente al odio y la intolerancia, AMOR Y RESPETO. #Orgullo2021 #OrgulloLGTBI #Orgullo",hs
1409415875330023425,"El #MatrimonioIgualitario y la #AdopciónHomoparental no son un favor. Son derechos que el Estado tiene la obligación de garantizar a todos los ciudadanos por igual. Cuando son iguales para todos, las Democracias se fortalecen. Mi apoyo total a la comunidad #LGTBI #Orgullo2021🏳️‍🌈",hs
1409633273265856516," En #Nicaragua y el 🌎 debemos escuchar las voces de la 💑 #LGTBI fomentar su participación, luchar contra cualquier tipo de discriminación.#OrgulloLGTBI",hs
1409468933283983360," Basta ya, que se creen el centro de mundo y todo es una imposición idelógica... Que a la gente le da igual con quien se acuesten o lo que les guste, pero solo quieren que nos dejen en paz y dejen de creerse el centro del mundo. #NWO #NewWorldOrder #Orgullo2021 #OrgulloLGTBI",nhs
1412071925325697024,"No puedes vivir y disfrutar de un presente, en el cuál, por ser gay, te juegas insultos, una paliza y en el peor de los casos una tortura, incluso la muerte. #JusticiaParaSamuel #LGTBI #LivesMater #GayLivesMaters¿Acaso juzgo que tú quieras acostarte con quién te dé la gana?",nhs
1409973295034900488,Cuando en plena clase de derecho debatían mis derechos como parte de la comunidad #LGTBI y yo estaba como que… ¡YA SUPÉRENLO!,hs
1411952557568761861,"No, no está todo hecho. Ayer fue Samuel, hoy ha sido la mujer trans a la que le han dado una paliza, y mañana puede ser cualquiera. Os dais cuenta de que en a penas 48h han habido aprox 10 agresiones por ser LGBT? Siento tristeza y rabia ahora mismo",nhs
1409860906083880961,"Super consejito del día: traten de no leer los comentarios de publicaciones pro LGBT+, así no tendrán que lidiar con gente imbécil y así todos somos felices✨",nhs
1409461426545205248,famosos: AMAD a quien querais🏳️‍🌈🏳️‍🌈la T de LGTB significando Tarradellas para ellos #OrgulloLGTBI #pride #Orgullo #Orgullo2021,nhs
1411995645985054724,"Tenemos conectarnos más con la sociedad, con la nueva generación #LGTB que nos hace repensar y mejorar la calidad de vida de muchas personas que durante años han reprimido su libertad para ser aceptados por una sociedad que no estaba y no está tan abierto naturalizar el amor",hs
1409455810749550596,🟥 FELIZ DÍA🟧🟧 INTERNACIONAL🟨🟨🟨 DEL ORGULLO LGTBI🟩🟩🟩🟩 #LoveIsLove 🟦🟦🟦🟦🟦 #Pride2021 🟪🟪🟪🟪🟪🟪 #OrgulloLGTBI,hs
1409482666630598659,"feliz día del orgullo a todas esas personas que son valientes de mostrar quienes son y a aquellas que no pueden mostrarse con libertad, estoy orgullosa de cada uno de ustedes. AMOR ES AMOR ✊🏼#Orgullo2021 #Orgullo #OrgulloLGTBI",hs
1409462521602453504,"  ha conseguido que el Ayto de #Talavera, con la alcaldesa, coloque los símbolos del colectivo #LGTBI en su balcón.Talavera 1 - Madrid 0 #Orgullo2021 #OrgulloLGTBI #Pride2021",hs
1409390706058203138,Happy Pride Day🏳️‍🌈 que nadie te diga a quien tienes que amar o como te tienes que sentir respecto a tu género #DiaDelOrgullo #LGTBI #DiadelorgulloLGTBI,hs
1409481205117034496,"Tuve la suerte de salir del armario a mis 15.Fue una bomba de sensaciones y descontrol al mismo tiempo que pillé con ganas y 0 miedos.No fue una situación fácil ni las tuve todas de mi lado, gracias a gente que estaba también en mi situación cogí impulso. (+)#OrgulloLGTBI",hs
1411605217452429316," Agresión homofoba. Solo os importa cuando quien da la paliza es inmigrante. El resto, cuando son españoles ni rechistais ni nada, q iba provocando decís o palabrería barata, o simplemente os ponéis en contra d sancionar y multar x discriminación lgtb diciendo que si agenda progre",nhs
1412440276816257034,Soy heterosexual pero siempre apoyaré a la comunidad #LGTB porque demuestran la fuerza que tienen y a todo lo que sufren por ser ellos mismos y ser felices. Es triste que en el siglo y año en el que estamos sigan odiando y discriminando a los homosexuales 😢#JusticiaPorSamuel,hs
1409482964862267401,Pues os digo una cosa esto del día y mes del orgullo menparece una ilipollez pero es que me lo parecería igual si se celebrase el orgullo hetero.#Orgullo2021 #OrgulloLGTBI,nhs
1409604112585535489,"#lgtbMi favorita sería está :""No hubiera pensado que fueras hetero eres muy femenina.""",hs
1409520689686646807,Que cada uno sea LIBRE de estar con quien quiera y de ser y manifestar su sexualidad como desee.#OrgulloLGTBI,hs
